No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
5760,RCKT,"Rocket Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.30B,-,24.01,-4.38%,401905
5761,RCKY,"Rocky Brands, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,191.09M,11.96,25.65,0.59%,35564
5762,RCL,Royal Caribbean Cruises Ltd.,Services,Resorts & Casinos,USA,23.37B,12.32,111.01,-0.36%,2527368
5763,RCM,R1 RCM Inc.,Technology,Healthcare Information Services,USA,1.59B,-,13.62,1.19%,1397825
5764,RCMT,"RCM Technologies, Inc.",Services,Staffing & Outsourcing Services,USA,34.44M,7.91,2.68,-1.29%,6252
5765,RCON,"Recon Technology, Ltd.",Basic Materials,Oil & Gas Equipment & Services,China,9.58M,-,2.1,-0.30%,19273
5766,RCS,"PIMCO Strategic Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,394.91M,14.95,9.09,-0.66%,224730
5767,RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,USA,748.59M,-,15.74,26.63%,1563130
5768,RDCM,RADCOM Ltd.,Technology,Computer Peripherals,Israel,128.21M,-,9.23,1.21%,7088
5769,RDFN,Redfin Corporation,Technology,Internet Information Providers,USA,2.82B,-,31.39,1.59%,1162514
5770,RDHL,RedHill Biopharma Ltd.,Healthcare,Biotechnology,Israel,177.41M,-,5.03,1.82%,98800
5771,RDI,"Reading International, Inc.",Services,"Movie Production, Theaters",USA,246.40M,-,10.05,0.35%,39757
5772,RDIB,"Reading International, Inc.",Services,Entertainment - Diversified,USA,40.00M,90.84,23.8,0.63%,61
5773,RDIV,Invesco S&P Ultra Dividend Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,38.36,0.29%,127607
5774,RDN,Radian Group Inc.,Financial,Property & Casualty Insurance,USA,4.78B,7.40,23.52,-2.93%,1846122
5775,RDNT,"RadNet, Inc.",Healthcare,Medical Laboratories & Research,USA,1.14B,33.81,22.89,0.93%,301441
5776,RDOG,ALPS REIT Dividend Dogs ETF,Financial,Exchange Traded Fund,USA,-,-,49.72,-0.57%,3220
5777,RDS-A,Royal Dutch Shell plc,Basic Materials,Major Integrated Oil & Gas,Netherlands,198.48B,12.89,50.22,0.02%,4620885
5778,RDS-B,Royal Dutch Shell plc,Basic Materials,Major Integrated Oil & Gas,Netherlands,204.05B,13.05,50.88,-0.29%,3898786
5779,RDUS,"Radius Health, Inc.",Healthcare,Biotechnology,USA,917.28M,-,19.88,-0.25%,319521
5780,RDVT,"Red Violet, Inc.",Technology,Application Software,USA,290.16M,-,24.08,-0.58%,47357
5781,RDVY,First Trust Rising Dividend Achievers ETF,Financial,Exchange Traded Fund,USA,-,-,36.62,1.03%,328034
5782,RDWR,Radware Ltd.,Technology,Information Technology Services,Israel,1.05B,49.55,23.04,1.41%,204934
5783,RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Other,India,7.76B,33.39,45.65,0.86%,114303
5784,RE,"Everest Re Group, Ltd.",Financial,Property & Casualty Insurance,Bermuda,11.87B,18.20,290.58,0.27%,243691
5785,REAL,"The RealReal, Inc.",Services,"Specialty Retail, Other",USA,1.35B,-,15.53,1.90%,1608959
5786,RECN,"Resources Connection, Inc.",Services,Staffing & Outsourcing Services,USA,450.68M,13.71,13.85,-3.48%,105453
5787,RECS,Columbia Research Enhanced Core ETF,Financial,Exchange Traded Fund,USA,-,-,22.47,0.40%,301
5788,REDU,RISE Education Cayman Ltd,Services,Education & Training Services,China,364.38M,19.53,6.25,-0.32%,4399
5789,REDV,Invesco Emerging Markets Ultra Dividend Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,22.98,0.00%,0
5790,REED,"Reed's, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,53.27M,-,1.14,-0.87%,92588
5791,REEM,Invesco Emerging Markets Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,24.58,0.00%,0
5792,REET,iShares Global REIT ETF,Financial,Exchange Traded Fund,USA,-,-,28.51,-1.11%,483814
5793,REFA,Invesco International Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,25.27,0.00%,0
5794,REFR,Research Frontiers Incorporated,Industrial Goods,Industrial Electrical Equipment,USA,111.80M,-,3.87,3.75%,91778
5795,REG,Regency Centers Corporation,Financial,REIT - Retail,USA,10.61B,38.36,63.34,-1.40%,718814
5796,REGI,"Renewable Energy Group, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,1.16B,-,30.62,4.15%,1028323
5797,REGL,ProShares S&P MidCap 400 Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,-,-,61.03,0.00%,37193
5798,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,44.02B,21.70,400.81,0.79%,556704
5799,REI,"Ring Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,132.13M,4.92,1.9,3.83%,685173
5800,REK,ProShares Short Real Estate,Financial,Exchange Traded Fund,USA,-,-,12.13,1.21%,3757
5801,REKR,"Rekor Systems, Inc.",Services,Security & Protection Services,USA,86.61M,-,4.35,-1.14%,99465
5802,RELL,"Richardson Electronics, Ltd.",Services,Electronics Wholesale,USA,60.22M,-,4.81,-0.21%,17467
5803,RELV,"Reliv' International, Inc.",Consumer Goods,Food - Major Diversified,USA,5.23M,-,3.35,-1.47%,4260
5804,RELX,RELX PLC,Technology,Information & Delivery Services,United Kingdom,53.01B,27.11,27.16,-0.07%,267568
5805,REM,iShares Mortgage Real Estate Capped ETF,Financial,Exchange Traded Fund,USA,-,-,48.01,0.02%,225929
5806,REML,Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT ETN,Financial,Exchange Traded Fund,USA,-,-,28.11,0.39%,57680
5807,REMX,VanEck Vectors Rare Earth/Strategic Metals ETF,Financial,Exchange Traded Fund,USA,-,-,13.03,-3.70%,197323
5808,RENN,Renren Inc.,Technology,Internet Software & Services,China,35.33M,-,1.52,-7.74%,52786
5809,REPH,"Recro Pharma, Inc.",Healthcare,Biotechnology,USA,391.31M,-,16.94,-3.42%,284600
5810,REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,USA,609.94M,-,17.09,1.18%,58323
5811,RES,"RPC, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,913.60M,13.53,4.29,3.13%,1185973
5812,RESI,Front Yard Residential Corporation,Financial,REIT - Residential,USA,680.69M,-,12.69,0.95%,2346529
5813,RESN,Resonant Inc.,Technology,Semiconductor - Integrated Circuits,USA,100.91M,-,1.89,6.18%,829110
5814,RETA,"Reata Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,7.54B,-,224.03,-1.80%,315460
5815,RETL,Direxion Daily Retail Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,26.23,0.79%,5827
5816,RETO,"ReTo Eco-Solutions, Inc.",Industrial Goods,General Building Materials,China,19.78M,-,0.85,-10.98%,18445
5817,REV,"Revlon, Inc.",Consumer Goods,Personal Products,USA,1.08B,-,19.81,0.66%,42161
5818,REVG,"REV Group, Inc.",Consumer Goods,Trucks & Other Vehicles,USA,606.32M,-,9.58,-4.30%,148305
5819,REVS,Columbia Research Enhanced Value ETF,Financial,Exchange Traded Fund,USA,-,-,21.53,-0.22%,100
5820,REW,ProShares UltraShort Technology,Financial,Exchange Traded Fund,USA,-,-,9.94,-2.07%,17029
5821,REX,REX American Resources Corporation,Conglomerates,Conglomerates,USA,492.38M,121.18,78.28,2.68%,39010
5822,REXN,"Rexahn Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,12.80M,-,2.93,0.00%,117788
5823,REXR,"Rexford Industrial Realty, Inc.",Financial,REIT - Industrial,USA,5.85B,112.31,52.56,-0.19%,414932
5824,REYN,Reynolds Consumer Products Inc.,Consumer Goods,Packaging & Containers,USA,6.18B,27.96,30.23,-1.82%,633704
5825,REZ,iShares Residential Real Estate Capped ETF,Financial,Exchange Traded Fund,USA,-,-,80.46,-1.73%,51002
5826,REZI,"Resideo Technologies, Inc.",Services,Security & Protection Services,USA,1.27B,-,10.13,1.50%,1055762
5827,RF,Regions Financial Corporation,Financial,Regional - Southeast Banks,USA,15.91B,10.92,16.43,0.74%,5140520
5828,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,Financial,Exchange Traded Fund,USA,-,-,51.82,-0.22%,4601
5829,RFCI,Riverfront Dynamic Core Income ETF,Financial,Exchange Traded Fund,USA,-,-,25.5,-0.22%,1762
5830,RFDA,RiverFront Dynamic US Dividend Advantage ETF,Financial,Exchange Traded Fund,USA,-,-,36.2,0.63%,3117
5831,RFDI,First Trust RiverFront Dynamic Developed International ETF,Financial,Exchange Traded Fund,USA,-,-,59.31,0.47%,11979
5832,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,64.65,0.75%,1381
5833,RFEU,First Trust RiverFront Dynamic Europe ETF,Financial,Exchange Traded Fund,USA,-,-,62.49,0.72%,3131
5834,RFFC,RiverFront Dynamic US Flex-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,36.9,0.45%,3081
5835,RFG,Invesco S&P MidCap 400 Pure Growth ETF,Financial,Exchange Traded Fund,USA,-,-,160.04,1.14%,10193
5836,RFI,"Cohen & Steers Total Return Realty Fund, Inc.",Financial,Closed-End Fund - Equity,USA,392.13M,9.23,15.0,-1.64%,125890
5837,RFIL,"RF Industries, Ltd.",Technology,Diversified Electronics,USA,67.14M,19.33,6.9,0.58%,16441
5838,RFL,"Rafael Holdings, Inc.",Healthcare,Biotechnology,USA,318.47M,-,20.52,-1.30%,12513
5839,RFP,Resolute Forest Products Inc.,Consumer Goods,Paper & Paper Products,Canada,269.12M,-,3.13,-0.63%,180961
5840,RFUN,Riverfront Dynamic Unconstrained Income ETF,Financial,Exchange Traded Fund,USA,-,-,25.63,0.16%,3015
5841,RFV,Invesco S&P MidCap 400 Pure Value ETF,Financial,Exchange Traded Fund,USA,-,-,66.17,1.05%,2486
5842,RGA,"Reinsurance Group of America, Incorporated",Financial,Life Insurance,USA,9.46B,11.13,151.8,-0.35%,201579
5843,RGCO,"RGC Resources, Inc.",Utilities,Gas Utilities,USA,214.90M,20.80,26.4,-0.15%,45404
5844,RGEN,Repligen Corporation,Healthcare,Biotechnology,USA,5.69B,221.83,109.14,2.96%,388617
5845,RGI,Invesco S&P 500 Equal Weight Industrials ETF,Financial,Exchange Traded Fund,USA,-,-,139.74,0.01%,6776
5846,RGLB,Invesco Global Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,27.35,0.00%,0
5847,RGLD,"Royal Gold, Inc.",Basic Materials,Gold,USA,7.02B,41.54,105.76,1.10%,808238
5848,RGLS,Regulus Therapeutics Inc.,Healthcare,Biotechnology,USA,17.74M,-,0.83,-0.02%,73058
5849,RGNX,REGENXBIO Inc.,Healthcare,Biotechnology,USA,2.01B,-,54.01,1.10%,222347
5850,RGR,"Sturm, Ruger & Company, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,915.87M,25.24,51.92,1.62%,110576
5851,RGS,Regis Corporation,Services,Personal Services,USA,522.26M,-,14.25,3.41%,400093
5852,RGT,"Royce Global Value Trust, Inc.",Financial,Asset Management,USA,127.57M,-,12.17,1.52%,38974
5853,RH,RH,Services,Home Furnishing Stores,USA,4.75B,31.74,249.63,-0.98%,737946
5854,RHE,"Regional Health Properties, Inc.",Healthcare,Long-Term Care Facilities,USA,2.40M,-,1.44,-0.75%,14298
5855,RHI,Robert Half International Inc.,Services,Staffing & Outsourcing Services,USA,6.93B,15.24,59.5,0.20%,724372
5856,RHP,"Ryman Hospitality Properties, Inc.",Financial,REIT - Hotel/Motel,USA,4.86B,17.78,89.54,-0.84%,227215
5857,RHS,Invesco S&P 500 Equal Weight Consumer Staples ETF,Financial,Exchange Traded Fund,USA,-,-,148.06,-0.19%,8897
5858,RIBT,RiceBran Technologies,Consumer Goods,Food - Major Diversified,USA,52.02M,-,1.34,4.69%,66721
5859,RICK,"RCI Hospitality Holdings, Inc.",Services,Restaurants,USA,244.57M,14.39,25.37,1.24%,64802
5860,RIF,RMR Real Estate Income Fund,Financial,Closed-End Fund - Equity,USA,227.10M,11.44,22.26,-1.02%,32252
5861,RIG,Transocean Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,Switzerland,2.73B,-,4.32,-2.04%,18764187
5862,RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,392.38M,-,2.31,2.67%,637948
5863,RIGS,RiverFront Strategic Income Fund,Financial,Exchange Traded Fund,USA,-,-,24.84,0.08%,36051
5864,RILY,"B. Riley Financial, Inc.",Financial,Asset Management,USA,733.59M,13.56,27.17,2.45%,40954
5865,RILYP,"B. Riley Financial, Inc.",Financial,Asset Management,USA,-,-,25.59,0.18%,7757
5866,RINF,ProShares Inflation Expectations ETF,Financial,Exchange Traded Fund,USA,-,-,26.44,-0.15%,599
5867,RING,iShares MSCI Global Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,24.62,2.07%,469228
5868,RIO,Rio Tinto Group,Basic Materials,Industrial Metals & Minerals,United Kingdom,92.42B,6.86,54.34,-0.15%,898188
5869,RIOT,"Riot Blockchain, Inc.",Technology,Application Software,USA,36.41M,-,1.5,0.00%,1081539
5870,RISE,Sit Rising Rate ETF,Financial,Exchange Traded Fund,USA,-,-,22.55,0.00%,0
5871,RIV,"RiverNorth Opportunities Fund, Inc.",Financial,Closed-End Fund - Equity,USA,120.63M,-,16.84,0.84%,56436
5872,RJA,Agriculture Total Return,Financial,Exchange Traded Fund,USA,-,-,5.47,0.37%,11100
5873,RJF,"Raymond James Financial, Inc.",Financial,Investment Brokerage - Regional,USA,14.08B,13.75,101.26,1.84%,1119401
5874,RJI,Total Return,Financial,Exchange Traded Fund,USA,-,-,5.12,1.19%,50074
5875,RJN,Energy Total Return,Financial,Exchange Traded Fund,USA,-,-,2.66,1.68%,994
5876,RJZ,Metals Total Return,Financial,Exchange Traded Fund,USA,-,-,8.31,0.37%,101
5877,RKDA,"Arcadia Biosciences, Inc.",Basic Materials,Agricultural Chemicals,USA,43.25M,-,5.1,-3.23%,188890
5878,RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,USA,8.92B,13.38,119.8,-0.67%,746804
5879,RLGT,"Radiant Logistics, Inc.",Services,Air Delivery & Freight Services,USA,243.82M,18.34,4.75,-0.21%,192837
5880,RLGY,Realogy Holdings Corp.,Financial,Property Management,USA,1.48B,-,12.88,2.38%,2254128
5881,RLH,Red Lion Hotels Corporation,Services,Lodging,USA,69.89M,-,2.80,-0.36%,79310
5882,RLI,RLI Corp.,Financial,Property & Casualty Insurance,USA,4.24B,22.28,94.51,-0.21%,102509
5883,RLJ,RLJ Lodging Trust,Financial,REIT - Hotel/Motel,USA,2.72B,22.63,16.00,-0.93%,1570528
5884,RLJ-PA,RLJ Lodging Trust,Financial,REIT - Hotel/Motel,USA,-,-,-,-,0
5885,RLMD,"Relmada Therapeutics, Inc.",Healthcare,Biotechnology,USA,661.50M,-,46.13,2.60%,84214
5886,RLY,SPDR SSgA Multi-Asset Real Return ETF,Financial,Exchange Traded Fund,USA,-,-,24.88,0.20%,6021
5887,RM,Regional Management Corp.,Financial,Credit Services,USA,317.53M,8.47,28.30,0.68%,41754
5888,RMAX,"RE/MAX Holdings, Inc.",Financial,Property Management,USA,697.24M,24.33,38.80,-0.54%,133082
5889,RMBL,"RumbleON, Inc.",Services,"Specialty Retail, Other",USA,24.37M,-,0.55,5.77%,288833
5890,RMBS,Rambus Inc.,Technology,Semiconductor- Memory Chips,USA,1.86B,-,16.35,0.25%,461090
5891,RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Goods,Confectioners,USA,49.10M,26.68,8.35,-1.53%,6946
5892,RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,USA,25.47B,55.65,176.62,1.04%,378027
5893,RMED,"Ra Medical Systems, Inc.",Healthcare,Medical Appliances & Equipment,USA,24.25M,-,1.79,-8.21%,110218
5894,RMG,RMG Acquisition Corp.,Conglomerates,Conglomerates,USA,289.51M,-,10.07,0.00%,1319
5895,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,146.52M,-,22.99,-0.35%,61183
5896,RMNI,"Rimini Street, Inc.",Technology,Application Software,USA,317.04M,-,4.80,-2.24%,53898
5897,RMR,The RMR Group Inc.,Financial,Real Estate Development,USA,1.34B,21.85,42.70,-1.02%,76037
5898,RMT,"Royce Micro-Cap Trust, Inc.",Financial,Closed-End Fund - Equity,USA,364.86M,-,8.84,0.80%,81960
5899,RMTI,"Rockwell Medical, Inc.",Healthcare,Drug Manufacturers - Major,USA,191.63M,-,2.95,1.72%,1823757
5900,RNDM,First Trust Developed International Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,52.22,0.31%,1481
5901,RNDV,First Trust US Equity Dividend Select ETF,Financial,Exchange Traded Fund,USA,-,-,24.15,-0.82%,783
5902,RNEM,First Trust Emerging Markets Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,50.74,0.57%,1414
5903,RNET,"RigNet, Inc.",Technology,Wireless Communications,USA,70.61M,-,3.38,-4.79%,33398
5904,RNG,"RingCentral, Inc.",Technology,Application Software,USA,20.92B,-,248.79,1.25%,1061506
5905,RNGR,"Ranger Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,112.07M,17.63,7.0,0.14%,2249
5906,RNLC,First Trust Large Cap US Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,25.68,0.49%,5591
5907,RNMC,First Trust Mid Cap US Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,23.73,0.00%,3463
5908,RNP,"Cohen & Steers REIT and Preferred Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,1.19B,8.38,25.11,-0.55%,87868
5909,RNR,RenaissanceRe Holdings Ltd.,Financial,Property & Casualty Insurance,Bermuda,8.89B,12.24,198.76,0.13%,239921
5910,RNSC,First Trust Small Cap US Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,21.84,0.53%,778
5911,RNST,Renasant Corporation,Financial,Money Center Banks,USA,1.85B,11.08,31.94,-0.09%,83389
5912,RNWK,"RealNetworks, Inc.",Technology,Multimedia & Graphics Software,USA,47.63M,-,1.24,1.22%,282285
5913,ROAD,"Construction Partners, Inc.",Industrial Goods,Heavy Construction,USA,902.29M,20.84,17.58,-0.09%,187061
5914,ROAM,Hartford Multifactor Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,22.23,0.18%,11283
5915,ROBO,Robo Global Robotics and Automation Index ETF,Financial,Exchange Traded Fund,USA,-,-,43.37,0.63%,125513
5916,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,Financial,Exchange Traded Fund,USA,-,-,36.54,0.61%,18423
5917,ROCK,"Gibraltar Industries, Inc.",Basic Materials,Steel & Iron,USA,1.77B,28.03,55.03,0.05%,120902
5918,RODE,Hartford Multifactor Diversified International ETF,Financial,Exchange Traded Fund,USA,-,-,27.07,0.16%,1926
5919,RODI,Barclays Return on Disability ETN,Financial,Exchange Traded Fund,USA,-,-,91.26,0.00%,0
5920,RODM,Hartford Multifactor Developed Markets (ex-US) ETF,Financial,Exchange Traded Fund,USA,-,-,29.19,0.38%,294435
5921,ROG,Rogers Corporation,Technology,Diversified Electronics,USA,2.10B,20.73,111.59,-0.24%,123217
5922,ROIC,Retail Opportunity Investments Corp.,Financial,REIT - Retail,USA,1.91B,42.80,16.65,-2.12%,1379964
5923,ROK,"Rockwell Automation, Inc.",Industrial Goods,Diversified Machinery,USA,23.33B,25.64,200.36,0.82%,677182
5924,ROKT,SPDR Kensho Final Frontiers ETF,Financial,Exchange Traded Fund,USA,-,-,38.82,0.20%,5536
5925,ROKU,"Roku, Inc.",Services,CATV Systems,USA,15.96B,-,126.56,-0.46%,17153161
5926,ROL,"Rollins, Inc.",Services,Business Services,USA,13.00B,63.96,39.72,0.81%,707488
5927,ROLL,RBC Bearings Incorporated,Industrial Goods,Machine Tools & Accessories,USA,4.44B,35.31,175.69,-1.14%,68288
5928,ROM,ProShares Ultra Technology,Financial,Exchange Traded Fund,USA,-,-,198.23,1.95%,40749
5929,ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,27.49,0.49%,1991
5930,ROOF,IQ U.S. Real Estate Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,26.73,-0.96%,6235
5931,ROP,"Roper Technologies, Inc.",Industrial Goods,Diversified Machinery,USA,39.93B,23.02,387.97,-0.35%,297637
5932,RORE,Hartford Multifactor REIT ETF,Financial,Exchange Traded Fund,USA,-,-,16.37,-1.48%,548
5933,ROSC,Hartford Multifactor Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,29.82,0.37%,5092
5934,ROSE,Rosehill Resources Inc.,Basic Materials,Independent Oil & Gas,USA,37.73M,-,0.88,4.61%,42987
5935,ROSEU,Rosehill Resources Inc.,Basic Materials,Independent Oil & Gas,USA,-,1.05,1.07,11.11%,700
5936,ROST,"Ross Stores, Inc.",Services,Apparel Stores,USA,44.04B,27.19,122.94,0.37%,1057751
5937,ROUS,Hartford Multifactor US Equity ETF,Financial,Exchange Traded Fund,USA,-,-,34.87,0.29%,31146
5938,ROYT,Pacific Coast Oil Trust,Basic Materials,Independent Oil & Gas,USA,14.98M,1.18,0.39,1.72%,237787
5939,RP,"RealPage, Inc.",Technology,Application Software,USA,5.81B,133.23,61.95,0.47%,396079
5940,RPAI,"Retail Properties of America, Inc.",Financial,REIT - Retail,USA,2.52B,90.38,11.84,-6.18%,4585689
5941,RPAR,RPAR Risk Parity ETF,Financial,Exchange Traded Fund,USA,-,-,20.96,0.20%,10199
5942,RPD,"Rapid7, Inc.",Technology,Application Software,USA,2.74B,-,55.16,-1.04%,716363
5943,RPG,Invesco S&P 500 Pure Growth ETF,Financial,Exchange Traded Fund,USA,-,-,136.08,0.90%,120866
5944,RPLA,Replay Acquisition Corp.,Conglomerates,Conglomerates,USA,364.41M,-,10.14,0.00%,0
5945,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,USA,9.63B,30.35,74.3,0.00%,390717
5946,RPT,RPT Realty,Financial,REIT - Retail,USA,1.13B,153.12,14.24,-3.00%,1018035
5947,RPV,Invesco S&P 500 Pure Value ETF,Financial,Exchange Traded Fund,USA,-,-,67.42,0.60%,342950
5948,RQI,"Cohen & Steers Quality Income Realty Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.58B,7.36,14.5,-1.63%,954261
5949,RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas,USA,812.18M,-,3.22,2.55%,8441884
5950,RRD,R.R. Donnelley & Sons Company,Services,Business Services,USA,217.15M,-,2.78,-1.07%,663806
5951,RRGB,"Red Robin Gourmet Burgers, Inc.",Services,Restaurants,USA,474.53M,-,36.39,3.47%,161003
5952,RRR,"Red Rock Resorts, Inc.",Services,Rental & Leasing Services,USA,3.22B,-,26.72,0.45%,353418
5953,RRTS,"Roadrunner Transportation Systems, Inc.",Services,Air Delivery & Freight Services,USA,279.48M,-,7.07,-0.42%,8863
5954,RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel & Iron,USA,7.83B,12.80,117.2,1.02%,681734
5955,RSG,"Republic Services, Inc.",Industrial Goods,Waste Management,USA,32.00B,29.82,100.04,-0.23%,704797
5956,RSP,Invesco S&P 500 Equal Weight ETF,Financial,Exchange Traded Fund,USA,-,-,118.68,0.36%,342020
5957,RST,Rosetta Stone Inc.,Technology,Application Software,USA,469.77M,-,20.31,0.94%,103797
5958,RSX,VanEck Vectors Russia ETF,Financial,Exchange Traded Fund,USA,-,-,25.02,1.50%,4515698
5959,RSXJ,VanEck Vectors Russia Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,39.59,0.47%,2839
5960,RTH,VanEck Vectors Retail ETF,Financial,Exchange Traded Fund,USA,-,-,126.98,0.18%,3106
5961,RTIX,"RTI Surgical Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,353.83M,-,4.75,7.47%,358153
5962,RTL,Pacer Benchmark Retail Real Estate SCTR ETF,Financial,Exchange Traded Fund,USA,-,-,27.4,-1.67%,191
5963,RTLR,Rattler Midstream LP,Basic Materials,Independent Oil & Gas,USA,2.38B,16.79,15.6,2.63%,583209
5964,RTM,Invesco S&P 500 Equal Weight Materials ETF,Financial,Exchange Traded Fund,USA,-,-,112.38,0.42%,2760
